"timestamp","sys_time","abs_timestamp","raw_x_gyro","raw_y_gyro","raw_z_gyro"
"17387.0","1528923513451","5360707742172","-0.032592773","-0.39343262","0.17785645"
"17392.0","1528923513458","5360712777573","-0.035736084","-0.3954773","0.17973328"
"17397.0","1528923513462","5360717812973","-0.036621094","-0.3939209","0.18374634"
"17402.0","1528923513466","5360722848374","-0.035949707","-0.39135742","0.18670654"
"17407.0","1528923513471","5360727883774","-0.03765869","-0.38919067","0.18746948"
"17412.0","1528923513477","5360732919174","-0.038757324","-0.38487244","0.18676758"
"17417.0","1528923513493","5360737954575","-0.03944397","-0.38917542","0.18034363"
"17422.0","1528923513495","5360742989975","-0.041259766","-0.40055847","0.17323303"
"17427.0","1528923513498","5360748025376","-0.04121399","-0.40145874","0.1722107"
"17432.0","1528923513500","5360753060776","-0.0370636","-0.38716125","0.17251587"
"17437.0","1528923513506","5360758096176","-0.033996582","-0.37268066","0.17095947"
"17442.0","1528923513512","5360763131577","-0.035003662","-0.38508606","0.16722107"
"17447.0","1528923513514","5360768166977","-0.040039063","-0.4047699","0.16163635"
"17452.0","1528923513517","5360773202377","-0.04196167","-0.41964722","0.1517334"
"17457.0","1528923513521","5360778237778","-0.03781128","-0.41430664","0.14819336"
"17462.0","1528923513526","5360783273178","-0.032409668","-0.39335632","0.1428833"
"17467.0","1528923513530","5360788308579","-0.026992798","-0.3875885","0.1381073"
"17472.0","1528923513538","5360793343979","-0.030303955","-0.39523315","0.13639832"
"17477.0","1528923513542","5360798379379","-0.032104492","-0.40934753","0.13291931"
"17482.0","1528923513545","5360803414780","-0.032348633","-0.41477966","0.13192749"
"17487.0","1528923513551","5360808450180","-0.02961731","-0.4024048","0.13375854"
"17492.0","1528923513557","5360813485581","-0.02268982","-0.38911438","0.1377716"
"17497.0","1528923513561","5360818520981","-0.024490356","-0.37800598","0.13833618"
"17503.0","1528923513566","5360823556381","-0.024871826","-0.37574768","0.14309692"
"17508.0","1528923513572","5360828591782","-0.025772095","-0.38191223","0.14727783"
"17513.0","1528923513577","5360833627182","-0.026916504","-0.3821411","0.15571594"
"17518.0","1528923513583","5360838662583","-0.025039673","-0.3721466","0.16145325"
"17523.0","1528923513588","5360843697983","-0.025878906","-0.37236023","0.16584778"
"17528.0","1528923513593","5360848733383","-0.030029297","-0.3734436","0.17326355"
