"timestamp","sys_time","abs_timestamp","raw_x_acc","raw_y_acc","raw_z_acc"
"18902.0","1528923514579","5361835671860","-0.17144775","-8.0746765","5.2147675"
"18907.0","1528923514584","5361840707260","-0.11138916","-8.019806","5.192932"
"18912.0","1528923514589","5361845742661","-0.22628784","-8.102966","5.3031616"
"18917.0","1528923514594","5361850778061","-0.1424408","-8.125198","5.382904"
"18923.0","1528923514598","5361855813461","-0.1391449","-8.224548","5.4129944"
"18928.0","1528923514603","5361860848862","-0.2168274","-8.264343","5.3961945"
"18933.0","1528923514608","5361865884262","-0.18208313","-8.233978","5.3686066"
"18938.0","1528923514614","5361870919663","-0.13847351","-8.284348","5.518097"
"18943.0","1528923514618","5361875955063","-0.12715149","-8.286331","5.6001434"
"18948.0","1528923514623","5361880990463","-0.19509888","-8.306442","5.593918"
"18953.0","1528923514628","5361886025864","-0.20591736","-8.3396","5.4748993"
"18958.0","1528923514633","5361891061264","-0.16123962","-8.333328","5.3425903"
"18963.0","1528923514638","5361896096665","-0.24746704","-8.410019","5.4352417"
"18968.0","1528923514644","5361901132065","-0.2828064","-8.48233","5.5482483"
"18973.0","1528923514648","5361906167465","-0.26875305","-8.494827","5.5550537"
"18978.0","1528923514653","5361911202866","-0.3831787","-8.375671","5.4569244"
"18983.0","1528923514659","5361916238266","-0.41770935","-8.155121","5.366974"
"18988.0","1528923514663","5361921273667","-0.3617096","-8.180847","5.3974457"
"18993.0","1528923514668","5361926309067","-0.30722046","-8.335159","5.4590454"
"18998.0","1528923514673","5361931344467","-0.30374146","-8.411087","5.478882"
"19003.0","1528923514678","5361936379868","-0.26722717","-8.373001","5.4493713"
"19008.0","1528923514686","5361941415268","-0.27140808","-8.224182","5.3429565"
"19013.0","1528923514690","5361946450669","-0.37823486","-8.198471","5.208023"
"19018.0","1528923514694","5361951486069","-0.3659668","-8.197601","5.2431946"
"19023.0","1528923514711","5361956521469","-0.42721558","-8.16185","5.3405304"
"19028.0","1528923514720","5361961556870","-0.46600342","-8.170197","5.4254"
